layout,kind,cell,size,total_pairs,candidate_pairs,true_pairs,false_candidates,candidate_pair_fraction,false_candidate_share,total_tiles,occupied_tiles,rejected_tile_fraction,oracle_empty_tiles,empty_tile_recall,occupied_pair_capacity,occupied_capacity_fraction,work_amplification,information_limited
random,r32,k4,16,1800030000,17563025,178659,17384366,0.009757073493219557,0.9898275496390855,7033125,6087747,0.1344179152226073,6917169,0.13667123067254827,1558013232,0.8655484808586523,88.7098453711704,False
random,r32,k4,32,1800030000,17563025,178659,17384366,0.009757073493219557,0.9898275496390855,1758750,1757021,0.0009830845771144278,1651108,0.0010471755936013877,1798259504,0.9990164075043194,102.38893949077679,False
random,r32,k4,64,1800030000,17563025,178659,17384366,0.009757073493219557,0.9898275496390855,440391,440391,0.0,348814,0.0,1800030000,1.0,102.48974763743718,False
random,r32,k4,256,1800030000,17563025,178659,17384366,0.009757073493219557,0.9898275496390855,27730,27730,0.0,1777,0.0,1800030000,1.0,102.48974763743718,False
random,r32,k16,16,1800030000,55967448,538429,55429019,0.031092508458192364,0.9903796042299445,7033125,7004806,0.004026517373144939,6604438,0.0042878743051263405,1792780336,0.9959724760142886,32.032554637831616,False
random,r32,k16,32,1800030000,55967448,538429,55429019,0.031092508458192364,0.9903796042299445,1758750,1758750,0.0,1393812,0.0,1800030000,1.0,32.162088219566485,False
random,r32,k16,64,1800030000,55967448,538429,55429019,0.031092508458192364,0.9903796042299445,440391,440391,0.0,194692,0.0,1800030000,1.0,32.162088219566485,False
random,r32,k16,256,1800030000,55967448,538429,55429019,0.031092508458192364,0.9903796042299445,27730,27730,0.0,18,0.0,1800030000,1.0,32.162088219566485,False
random,r32,k64,16,1800030000,141982026,1961499,140020527,0.07887758870685489,0.9861848780774547,7033125,7033087,5.4030036434728514e-06,5587373,6.801049437723238e-06,1800020272,0.9999945956456281,12.677803822858536,False
random,r32,k64,32,1800030000,141982026,1961499,140020527,0.07887758870685489,0.9861848780774547,1758750,1758750,0.0,787514,0.0,1800030000,1.0,12.677872338573335,False
random,r32,k64,64,1800030000,141982026,1961499,140020527,0.07887758870685489,0.9861848780774547,440391,440391,0.0,31570,0.0,1800030000,1.0,12.677872338573335,False
random,r32,k64,256,1800030000,141982026,1961499,140020527,0.07887758870685489,0.9861848780774547,27730,27730,0.0,0,,1800030000,1.0,12.677872338573335,False
